Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,3/8/2016,7.7,H tel des Ducs D Anjou, Belgium , the decoration in the lobby is really not my cup of tea but that s personal and only a detail it has nothing to do with the rooms and the comfort ,33,552, great location near Louvre lot of bars in the street x large bed for Paris good shower and friendly staff,21,19,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']",513 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,1/14/2016,7.7,H tel des Ducs D Anjou, Australia , I had a great roof top room with an excellent view of the quaint Parisian rooftops surrounding but unfortunately the room only has a bath tub with no shower ,31,552, Great location in Paris walking distance from great destinations Le Marais Notre Dame and Rue St Honore Would definitely return ,22,1,8.3,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",567 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/11/2015,7.7,H tel des Ducs D Anjou, Netherlands , This hotel does not have the room sizes facilities or services you expect from a 4 star establishment even in Paris At best this is an average 3 star hotel It is totally over priced as a result The corridors are narrow 75cm and continuously crowded with hotel maids dirty laundry and cleaning equipment The room food service is sourced externally and therefore takes ages to be delivered The beds are hollow and the pillows too hard resulting in back and neck aches The Wifi login is cumbersome and cuts off periodically At this price the breakfast which is served in a basement room should be free in Paris it is cheaper anyway to go to a nearby street caf ,122,552, Very good location within 15 meters of the Chatelet metro station Friendly and accommodating staff Clean ,18,3,5.8,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",601 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,11/9/2015,7.7,H tel des Ducs D Anjou, Denmark , everything was good I could not wish for more,10,552, Location location location The hotel is nicely done with nice bathrooms and lovely furniture and there was 100 clean and neat everywhere this is not always standard in Paris ,31,45,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ']",633 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,9/29/2015,7.7,H tel des Ducs D Anjou, United Kingdom , Very expensive for the room size bathroom was very small and missing some showering items Very small and slow elevator ,22,552, Very nice hotel in very good location friendly staff clean and offer nice breakfast,15,23,6.7,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",674 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,8/8/2015,7.7,H tel des Ducs D Anjou, United Kingdom , What wasn t so great was the photographs of the room had suggested the suite provided two separate bedrooms this was not the case Additionally there were problems with the electricity where we had to turn on wall lights in order for sockets to work When one set of sockets worked others switched off ,56,552, The hotel location was great close to a metro station which allowed us to travel around Paris with ease ,21,9,7.5,"[' Leisure trip ', ' Family with older children ', ' Quadruple Suite ', ' Stayed 1 night ']",726 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,8/4/2015,7.7,H tel des Ducs D Anjou, Belgium ,No Negative,0,552, It was my wife s birthday I asked for flowers and Champagne as a surprise and they did As a surprise the hotel gave us an upgrade a suit So for us it was super ,37,3,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",730 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,7/16/2017,7.7,H tel des Ducs D Anjou, Hong Kong , Wifi extremely poor,4,552, Very close to Metro,5,7,6.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",18 days,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,7/15/2017,7.7,H tel des Ducs D Anjou, Australia ,No Negative,0,552, Excellent room in a good location with an extremely comfortable bed ,13,2,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",19 days,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,6/16/2017,7.7,H tel des Ducs D Anjou, Ireland , Little bit expensive ,5,552, Everything was perfect ,5,6,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48 days,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,6/14/2017,7.7,H tel des Ducs D Anjou, United Kingdom ,No Negative,0,552, Perfect Hotel and superb location for visiting Paris,9,3,9.6,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 2 nights ']",50 days,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,5/25/2017,7.7,H tel des Ducs D Anjou, United States of America ,No Negative,0,552, The breakfast buffet was so good I loved the assortment of cheeses and charcuterie I also loved the fresh orange juice machine ,24,1,9.2,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",70 days,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,4/18/2017,7.7,H tel des Ducs D Anjou, United Kingdom , Small room with a small window,7,552, I did not have breakfast because too 16 euro LLocation very clever to come and go every where,19,1,7.5,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",107 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,4/18/2017,7.7,H tel des Ducs D Anjou, Czech Republic , Smalll room,3,552, Very good location of the hotel,7,6,8.3,"[' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",107 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,3/31/2017,7.7,H tel des Ducs D Anjou, Finland , The room was tiny and worn out even in Paris standards ,13,552, Breakfast was really good Location near Les Halles is very convenient ,13,1,5.8,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",125 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,3/25/2017,7.7,H tel des Ducs D Anjou, Thailand , Nothing ,3,552, Friendly and helpful staff Great location ,8,12,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ']",131 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,3/10/2017,7.7,H tel des Ducs D Anjou, Saudi Arabia , Wifi doesn t work tv remote doesn t work room is the size of a rabbit hutch,18,552, Location,2,2,4.6,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",146 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,3/6/2017,7.7,H tel des Ducs D Anjou, Finland , Wi Fi did not function Aircondition did not work Faucet was leeking quite a lot,16,552,No Positive,0,8,5.0,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",150 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,3/6/2017,7.7,H tel des Ducs D Anjou, United Kingdom , Rooms were slightly small ,6,552, Comfy and clean hotel,5,10,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",150 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,2/26/2017,7.7,H tel des Ducs D Anjou, Netherlands , wifi in the room was bad,7,552,No Positive,0,1,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 5 nights ']",158 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,2/16/2017,7.7,H tel des Ducs D Anjou, Ireland , Rooms could be bigger,5,552, Extremely Central Location and staff wer brilliant,8,2,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",168 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,1/15/2017,7.7,H tel des Ducs D Anjou, France , Price too high room too small very noisy only one slow elevator ,14,552, Location,2,98,4.2,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 7 nights ']",200 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,1/8/2017,7.7,H tel des Ducs D Anjou, United Kingdom , Door handles lights didn t always work ,9,552, Beds cotton sheets balcony bath Staff were particularly friendly and helpful ,13,1,7.9,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 4 nights ']",207 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/29/2016,7.7,H tel des Ducs D Anjou, Ireland , Slightly outdated otherwise basic comforts were good ,9,552, Location was superb,4,1,7.1,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",217 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/28/2016,7.7,H tel des Ducs D Anjou, United Kingdom , There was not much got good left at breakfast ,11,552, Large room Pleasant staff ,6,15,9.6,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",218 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/28/2016,7.7,H tel des Ducs D Anjou, Germany ,No Negative,0,552, The friendlyness and great support of Mme Florence must be mentioned here Thanks a Lot ,17,2,7.1,"[' Solo traveler ', ' Standard Single Room ', ' Stayed 10 nights ', ' Submitted from a mobile device ']",218 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/22/2016,7.7,H tel des Ducs D Anjou, Poland , Slow internet connection,4,552, Perfect help from the Personel Bravo ,8,5,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",224 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/5/2016,7.7,H tel des Ducs D Anjou, Czech Republic , Room a bit small for the money,8,552, Outstanding breakfast comfortable bed very friendly staff good location fridge,11,13,7.9,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 4 nights ']",241 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,11/8/2016,7.7,H tel des Ducs D Anjou, Egypt , The lift was very narrow and hardly contained the baggage ,12,552, Clean rooms and excellent situation,6,7,7.5,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",268 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,11/8/2016,7.7,H tel des Ducs D Anjou, United Kingdom ,No Negative,0,552, Location was insanely good staff was really nice interior was great ,13,5,10.0,"[' Group ', ' Standard Double Room ', ' Stayed 2 nights ']",268 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,10/9/2016,7.7,H tel des Ducs D Anjou, China , There are some rooms located at another side with Windows facing the back alley Terrible ,17,552, Location is perfect ,5,2,7.5,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",298 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,10/3/2016,7.7,H tel des Ducs D Anjou, United Kingdom , Rooms are extremely small as well as bathrooms Breakfast is poor ,13,552, Staff is trying to hel and friendly ,9,5,4.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",304 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,9/27/2016,7.7,H tel des Ducs D Anjou, China ,No Negative,0,552, The location is perfect Close to bars metro and many interests Price is reasonable ,16,2,8.3,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",310 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,9/20/2016,7.7,H tel des Ducs D Anjou, Switzerland , Shower bath not user friendly,6,552,No Positive,0,4,7.9,"[' Leisure trip ', ' Family with young children ', ' Quadruple Suite ', ' Stayed 2 nights ']",317 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,9/5/2016,7.7,H tel des Ducs D Anjou, Germany ,No Negative,0,552, Excellent Location short ways to all touristic Highlights and to Metro and RER Quite large rooms for Paris,19,15,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 13 nights ']",332 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,9/5/2016,7.7,H tel des Ducs D Anjou, Czech Republic , small bed for couple,5,552, Really nice hotel in city centre nice staff really helpful and if you need anything they will do it ,21,19,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",332 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,8/26/2016,7.7,H tel des Ducs D Anjou, Germany , There were machine noises during the whole night I could not stand in the shower due to the roof ,21,552, Really good service and breakfast Central located ,9,3,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",342 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,8/17/2016,7.7,H tel des Ducs D Anjou, Thailand ,No Negative,0,552, Location is perfect stuff friendly and helpful good breakfast ,11,2,10.0,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",351 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,8/14/2016,7.7,H tel des Ducs D Anjou, Italy , Noise from the other rooms,6,552,No Positive,0,1,5.4,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']",354 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,8/12/2016,7.7,H tel des Ducs D Anjou, United Kingdom ,No Negative,0,552, Awesome comfortable room with good pillows and duvet good view over the pedestrian street below and very friendly and helpful staff,22,8,10.0,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",356 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,7/26/2016,7.7,H tel des Ducs D Anjou, Oman , no thing,3,552, i like this hotel I like staff hotel very friendly,11,7,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 7 nights ']",373 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,7/17/2016,7.7,H tel des Ducs D Anjou, United Kingdom , Nothing ,3,552, The location is wonderful The staff are friendly and helpful ,12,3,9.6,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",382 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,7/4/2016,7.7,H tel des Ducs D Anjou, United States of America , Internet access was unreliable and staff had trouble fixing it,11,552, Location is great and helpful staff,7,10,8.8,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 2 nights ']",395 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,7/3/2016,7.7,H tel des Ducs D Anjou, Australia , Room size,3,552, For a four star hotel the room size was tiny the door only just opened past the bed Hardly space for two people plus luggage ,27,16,5.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",396 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,6/25/2016,7.7,H tel des Ducs D Anjou, Australia , The room was cosy especially the bathroom,8,552, The location is superb close to sights restaurants and metro The room was cosy but clean and well serviced,20,10,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']",404 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,6/24/2016,7.7,H tel des Ducs D Anjou, Spain , The internet wasn t reliable in the rooms so not good for a business traveller ,17,552,No Positive,0,1,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ']",405 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,6/23/2016,7.7,H tel des Ducs D Anjou, Hong Kong , Need to log in for wifi when return to hotel every time Some rooms can t access wifi ,20,552, Location Decoration ,4,3,7.1,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",406 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,6/5/2016,7.7,H tel des Ducs D Anjou, United Kingdom ,No Negative,0,552, Helpfulness of staff,4,2,9.2,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",424 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,5/25/2016,7.7,H tel des Ducs D Anjou, United Kingdom , The cleaning wasn t great ,7,552, The location was next to the metro and many cafes but the room was quiet Tight on space but had everything we needed ,25,28,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 6 nights ']",435 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,3/29/2016,7.7,H tel des Ducs D Anjou, United Kingdom ,No Negative,0,552, Great location but we thought the room was a bit small Nice breakfast and great staff ,18,12,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']",492 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,3/24/2016,7.7,H tel des Ducs D Anjou, United Kingdom , Tiny rooms ,4,552,No Positive,0,8,6.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",497 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,2/28/2016,7.7,H tel des Ducs D Anjou, United States of America , My bed was a bit soft ,8,552, Place was very clean and they have added a few amenities like how water pot and coffee Very nice staff,21,14,7.9,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 5 nights ']",522 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,2/9/2016,7.7,H tel des Ducs D Anjou, United Kingdom , Had to come home,5,552, Great position center of Paris Staff very helpfull and welcoming,11,3,10.0,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",541 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,1/12/2016,7.7,H tel des Ducs D Anjou, South Korea ,No Negative,0,552, Comfortable and cozy ,5,5,9.6,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",569 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/27/2015,7.7,H tel des Ducs D Anjou, France ,No Negative,0,552, the location is perfect very friendly staff and efficient small rooms but you wouldn t need more in Paris very clean bathrooms and sheet,25,7,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']",585 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/18/2015,7.7,H tel des Ducs D Anjou, United States of America ,No Negative,0,552, Afeef the Front Desk and Concierge was TERRIFIC ,10,1,8.8,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 11 nights ']",594 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,11/28/2015,7.7,H tel des Ducs D Anjou, Philippines , no complaints,3,552, The staff were so helpful and gave to inside to areas of interests ,15,2,8.8,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 3 nights ']",614 day,48.8598229,2.347111
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,11/21/2015,7.7,H tel des Ducs D Anjou, Denmark ,No Negative,0,552, Very friendly and helpful staff,6,7,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",621 day,48.8598229,2.347111
1 Rue Scribe 9th arr 75009 Paris France,97,7/29/2017,8.6,Hotel Scribe Paris Opera by Sofitel, United Kingdom , Our hotel room was a little small The bath had high sides and was difficult and dangerous to climb in and out for showering Definitely a no go for anyone with mobility issues The separate WC was tiny and a squeeze to get into and close the door A wall telephone was place at hip height so often knocked on in error We didn t receive nightly turn down as expected and raised this with the hotel ,79,705, Staff were helpful and friendly The location was excellent for getting around Paris on foot or by Taxi ,20,15,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 3 nights ']",5 days,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,7/13/2017,8.6,Hotel Scribe Paris Opera by Sofitel, Qatar , The lobby of hotel is crwodied with so many people and looks like market they should adjust the movement and the ambition of the hotel I booked one night and the management promised me for extend one more night but next day they change their mind for no reason else they should care a bit of room cleaning ,60,705, The location of the Hotel from opera and shopping places and walking to everywhere is perfect ,18,6,5.0,"[' Business trip ', ' Solo traveler ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",21 days,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,7/7/2017,8.6,Hotel Scribe Paris Opera by Sofitel, United Kingdom ,No Negative,0,705, What a fantastic hotel having stayed in many hotels in paris this one was by far the best With fabulous staff and incredible location you will not be disappointed if you choice to stay here ,37,8,10.0,"[' Leisure trip ', ' Group ', ' Luxury Room with Spa Access ', ' Stayed 1 night ']",27 days,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,5/10/2017,8.6,Hotel Scribe Paris Opera by Sofitel, United States of America , I was appalled by server who refused me to sit at the dinner one evening stating that i did not nook for donner despite that i told hom i was staying at the hotel It took other servers to give me a table Clearly it was not an issue of space or lack of food it is somply that he did not want me to be served For someone who paid more than 4000 Euro this hotel needs to select its employees as this is a very bad sign,90,705,No Positive,0,1,7.1,"[' Business trip ', ' Solo traveler ', ' Luxury Room with Spa Access ', ' Stayed 9 nights ', ' Submitted from a mobile device ']",85 days,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,5/1/2017,8.6,Hotel Scribe Paris Opera by Sofitel, Belgium , Free wifi is unacceptably slow And the paying high speed option is more a scam than a service In the year 2017 in a 5 star hotel you re simply supposed to offer high speed wifi for free and calculate the costs in your overall rates A minor but tedious flaw in an otherwise perfect stay ,58,705, From arrival to leaving it was picture perfect Staff was exceptional with a special mention for customer relations manager Pauline Most dog friendly hotel we ve stayed in The upgrade to our room was the cherry on the cake for a memorable stay at the heart of Paris We will definitely come back ,55,2,10.0,"[' Business trip ', ' Couple ', ' Luxury Room with Spa Access ', ' Stayed 2 nights ']",94 days,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,4/20/2017,8.6,Hotel Scribe Paris Opera by Sofitel, Canada , The room we got at the beginning was a first floor corner room which is kind of out of our expectation because we were there for our honeymoon and I booked the room ahead However the staff were very helpful and we did upgrade to a very nice room with a little extra cost ,56,705, Overall it s perfect Nice location and facility The staff was very nice and helpful Definitely will come back for our next trip in Paris ,27,2,9.6,"[' Leisure trip ', ' Couple ', ' Luxury Room with Spa Access ', ' Stayed 6 nights ']",105 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,3/26/2017,8.6,Hotel Scribe Paris Opera by Sofitel, Singapore , was quite upset to see trash can in bathroom was not emptied when we checked in ,18,705, location is great right across from opera garnier a few mins walk to galleries lafayette n rue de saint honore where all the boutiques are located beds were very comfortable n hermes toiletries were good ,37,9,8.3,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",130 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,2/21/2017,8.6,Hotel Scribe Paris Opera by Sofitel, United States of America , The wifi connection was not very strong and it was hard to stay connected for longer than 30 or so minutes But it was free so I was able to post to the blog to let people know how I was doing and how my 60th birthday was ,50,705, The staff made me feel at home in both their hotel and the city of Paris I felt like family ,22,1,10.0,"[' Leisure trip ', ' Solo traveler ', ' Classic Single Room with Spa Access ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",163 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,2/10/2017,8.6,Hotel Scribe Paris Opera by Sofitel, Netherlands , Installation in room very noisy sounds like someone in the room above was vacuum cleaning all night it kept me awake the hallway and elevator is smelly next to my room was a service room where someone was smoking cigarettes in the morning the smell of cigarettes came into my bathroom ,53,705, Location very friendly staff spacious room bathroom bed is great ,12,3,7.1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",174 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,1/30/2017,8.6,Hotel Scribe Paris Opera by Sofitel, United Kingdom , We ate in Le Lumiere and were very disappointed It was very casual and really just like eating in a bar The staff did not seem well trained at all The food was nice but very expensive for the type of place where it was served The glasses of champagne were very expensive and the wine list extortionate ,60,705, Scribe staff in general at reception and the concierge and cleaners were excellent but the Lumiere staff were sloppy and inefficient and did not reflect a 5 star hotel status The Scribe hotel also made a lovely gesture for my husband s birthday with desserts and an upgrade to a beautiful suite which was superb The bed was wonderfully comfortable ,62,1,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",185 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,1/26/2017,8.6,Hotel Scribe Paris Opera by Sofitel, Qatar , The hotel felt a bit outdated The checkin process takes longer than expected The hotel actually checks the Credit Card provided by charging 1 Euro before accepting the booking They said that they usually returns back the euro once the client checks out That s bad At breakfast eggs was charged extra ,54,705, The bed and the location of the hotel was good ,12,6,7.1,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 2 nights ']",189 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,12/24/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Australia , The hotel is starting to look really run down I was really looking forward to staying a plush hotel The ceiling is peeling wall paper peeling the bathrooms are due for renovations ,34,705, The staff were extremely helpful polite and welcoming and location was perfect ,14,5,7.1,"[' Family with young children ', ' Superior Double Room with Spa Access ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",222 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,12/24/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Slovakia , Nothing to complaint about everything was just amazing,9,705, Breakfast was splendid I strongly recommend to everybody it is definitely worth the price Location excellent walking distance to Louvre and other monuments if you prefer you can take taxi wherever you want they are at the hotel door all days long Services amazing staff was very friendly especially Guest Relationship Manager Laureen Debrosse very professional customer friendly helpful charming she really helped to make our stay an unforgettable experience Besides they help to to find good restaurants they book them and thanks to this we managed to eat in really very nice French restaurants If you look for a nice place in Paris I advise yo to go to this hotel ,114,7,10.0,"[' Business trip ', ' Family with young children ', ' Luxury Room with Spa Access ', ' Stayed 2 nights ']",222 day,48.8704175,2.3296832
